nokia bestsmoothcamera awesomethe speaker loudquick chargebad battery backupthe nokia branding blackthe phone comes gorilla glass awesome ai camera
stunning value money
awesome nokia plus handset
awsome camera
bad mobile
ordered nokia plusbluevariant th august received st sept using daysi writing reviewprosandroid one box oreo andoid p andoid offing smooth fluidic os bloatware unnecessary apps design regular security updatesdesignabsolutely premium glass back stunning looks well compact curved glass seamless look feels bad hand used one hand thread
substandard product bought month charging port issue lot people charging port issue google search youtube lot peoplehaving issue
awesomeall specifications bad price external design excellent everyone knows nokia hardware reliabilityfinally always like nokia brand engineering college lifei happy getting nokia plus
superb mobile
looking buy go today received nokia plus mobile phone phone amazing performance build quality loving
nokia best must buy product nokia
bad camera performance
prosawesome ai cameracrispier displaybad battery backupmultitasking topnotch lagshybrid sim slotthe nokia branding backthe speaker loudawesome gamingno heat issuequick chargeandroid one platformconspoor earphonesno silicon case screen protector
loved nokia
best phone everfabulous job done nokia
one bad smart phones rangedesign feels premiumcamera kaybattery drains quickly normal usage lasts maximum hoursusb charging port lot issueeven getting serviced work timesnever expected quality nokia especially service bad service centres worsttrying change mobile
bad job nokiaeverything bad camera little bit poor low lightbattery backup bad work okklookwise awesomespeed also bad
actually bad phone fully happy phone trust buy without hesitation buy check attached images click phone suggest everyone please go
awesome phone price range camera superb android pie update liti bought unit different colour
bad product
one stylish design durable phone provide value moneyboth camera great daylight sometimes front camera provide flaunting image lowlights due absence flashlight display sharp phone easy handle single handedly use battery ok mah thanks fastcharging provide charger ordinary
awesome phone nokia means build quality
